status,code,code2,name,locale,raw_date,format_date,format_time,format_datetime,decimal_point,thousands_sep,direction,updated_at,created_at
1,ms,may,Bahasa Melayu,ms_MY.UTF-8,%e %B %Y,%e %b %Y,%I:%M %p,%e %b %Y %I:%M %p,.,",",ltr,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP
