status,code,code2,name,locale,raw_date,format_date,format_time,format_datetime,decimal_point,thousands_sep,direction,updated_at,created_at
1,ur,urd,اردو,ur_PK.UTF-8,%e %B %Y,%e %b %Y,%H:%M,%e %b %Y %H:%M,.,",",rtl,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP
