status,code,code2,name,locale,intl_locale,raw_date,raw_time,raw_datetime,format_date,format_time,format_datetime,decimal_point,thousands_sep,priority,updated_at,created_at
1,sl,slv,Slovenščina,"sl_SI.utf8,sl_SI.UTF-8,slovenian",sl_SI,Y-m-d,H:i,Y-m-d H:i,%b %e %Y,%H:%M,%b %e %Y %H:%M,",", ,0,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP
