status,code,code2,name,locale,raw_date,format_date,format_time,format_datetime,decimal_point,thousands_sep,direction,updated_at,created_at
1,ko,kor,한국어,ko_KR.UTF-8,%Y년 %m월 %e일,%Y. %m. %e.,%H:%M,%Y. %m. %e. %H:%M,.,",",ltr,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP
