status,code,code2,name,locale,intl_locale,raw_date,raw_time,raw_datetime,format_date,format_time,format_datetime,decimal_point,thousands_sep,priority,updated_at,created_at
1,id,ind,Bahasa Indonesia,"id_ID.utf8,id_ID.UTF-8,indonesian",id_ID,Y-m-d,H:i,Y-m-d H:i,%b %e %Y,%H:%M,%b %e %Y %H:%M,",",.,0,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP
