status,code,code2,name,locale,intl_locale,raw_date,raw_time,raw_datetime,format_date,format_time,format_datetime,decimal_point,thousands_sep,priority,updated_at,created_at
1,en,eng,English,"en_ZA.utf8,en_ZA.UTF-8,english",en_ZA,Y-m-d,H:i,Y-m-d H:i,%b %e %Y,%H:%M,%b %e %Y %H:%M,.,",",0,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP
1,af,afr,Afrikaans,"af_ZA.utf8,af_ZA.UTF-8,afrikaans",af_ZA,Y-m-d,H:i,Y-m-d H:i,%b %e %Y,%H:%M,%b %e %Y %H:%M,.,",",0,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP
